ObjectID,Object Number,Sort Number,Dept,Maker,Alpha Sort,Title,Date,Begin Date,End Date,Medium,Dimensions,Credit Line,ClassificationTerm,Copyright,Photo Credit,Primary Image URL,Primary Image Filename
31671,y1972-16,1972   16y,Asian,"Chinese; Yuan dynasty, 1260–1368",Chinese; Yuan dynasty,Lohan as an ascetic,,1260,1368,Gilded lacquer with traces of white and red pigments,"h. 28 cm., w. 31 cm., d. 32 cm. (11 x 12 3/16 x 12 5/8 in.)","Museum purchase, gift of David Steadman, Graduate School Class of 1974, and Mrs. Steadman, in honor of Robert P. Griffing Jr., Graduate School Class of 1940",sculpture,,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1972-16_FRN2.jpg,y1972-16_FRN2.jpg
31949,y1972-25,1972   25y,American,"Charles Rohlfs, American, 1853–1936",Rohlfs Charles,Tall Back Chair,ca. 1898-99,1893,1903,Oak,137 × 44.5 × 41.3 cm (53 15/16 × 17 1/2 × 16 1/4 in.),"Gift of Roland Rohlfs, son of Charles Rohlfs",chairs,,photo: Gavin Ashworth,artimage.princeton.edu/files/ProductionJpegs/y1972-25_FRN.jpg,y1972-25_FRN.jpg
31750,y1972-34,1972   34y,African,Hongwe artist,Hongwe,Reliquary guardian figure,late 19th–20th century,1875,1925,"Wood, copper alloy, and bone","h. 58.5 cm., w. 27.5 cm., d. 8.2 cm. (23 1/16 x 10 13/16 x 3 1/4 in.)","Museum purchase, Henry Strater, Class of 1919, Fund and an anonymous donor",reliquary figures,,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1972-34_FRN.jpg,y1972-34_FRN.jpg
31589,y1972-37,1972   37y,AAA,Late Postclassic; Eastern Nahua,Postclassic; Eastern Nahua,Gold labret in form of a curassow,ca. A.D. 1450,1300,1521,Cast gold,"h. 5.9 cm., w. 3.6 cm., d. 2.3 cm. (2 5/16 x 1 7/16 x 7/8 in.)","Museum purchase, gift of the Hans A. Widenmann, Class of 1918, and Dorothy Widenmann Foundation","labrets, ornament",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1972-37.jpg,y1972-37.jpg
31504,y1972-38,1972   38y,AAA,Late Formative; Xochipala,Formative; Xochipala,Seated adult,400 B.C.–A.D. 200,-400,200,Red-brown micaceous ceramic,"h. 13.5 cm., w. 11.3 cm., d. 11.7 cm. (5 5/16 x 4 7/16 x 4 5/8 in.)","Gift of Gillett G. Griffin in honor of David W. Steadman, Graduate School Class of 1969","figures (representations), figurines",,,artimage.princeton.edu/files/ProductionJpegs/INV016695.jpg,INV016695.jpg
54926,"y1972-38, 39",1972   38y   39,AAA,Late Formative; Xochipala,Formative; Xochipala,Seated adult and youth,400 B.C. – A.D. 200,-400,200,"Red-brown micaceous ceramic
","h. 13.5 cm. (5 5/16 in.)
h. 11.0 cm. (4 5/16 in.)","Gift of Gillett G. Griffin in honor of David W. Steadman, Graduate School Class of 1969","ceramics, figures (representations), figurines",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1972-38-39.jpg,y1972-38-39.jpg
31450,y1972-39,1972   39y,AAA,Late Formative; Xochipala,Formative; Xochipala,Seated youth,400 B.C.–A.D. 200,-400,200,Red-brown micaceous clay,"h. 11.0 cm., w. 15.4 cm., d. 12.1 cm. (4 5/16 x 6 1/16 x 4 3/4 in.)","Gift of Gillett G. Griffin in honor of David W. Steadman, Graduate School Class of 1969","figures (representations), figurines",,,artimage.princeton.edu/files/ProductionJpegs/INV016698.jpg,INV016698.jpg
12553,x1973-29,1973   29x,Photo,"Lewis W. Hine, American, 1874–1940","Hine, Lewis W","Adolescent Girl, a Spinner, in a Carolina Cotton Mill",1908,1908,1908,Gelatin silver print,"image: 19.2 x 24.2 cm. (7 9/16 x 9 1/2 in.)
sheet: 20.3 x 25.3 cm. (8 x 9 15/16 in.)",Anonymous gift,"black-and-white photographs, black-and-white photography, gelatin silver prints",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/x1973-29.jpg,x1973-29.jpg
31985,y1974-4,1974    4y,ABI,"Egyptian; Middle Kingdom (12th Dynasty, probably reign of Senwosret I)",Egyptian; Middle Kingdom,Fragment of a funerary relief with an offering scene,ca. 1971–ca. 1926 B.C.,-1971,-1926,Painted limestone,"h. 26.0 cm., w. 28.0 cm., d. 12.0 cm. (10 1/4 x 11 x 4 3/4 in.)","Museum purchase and gift of Dan Fellows Platt, Class of 1895, by exchange","fragment, reliefs, sculpture",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1974-4.jpg,y1974-4.jpg
32015,y1974-84,1974   84y,EPS,"Sir Edward Burne-Jones, British, 1833–1898; Made by Morris & Co., est. 1875","Burne-Jones, Edward; Morris & Co.",Saint Cecilia,ca. 1900,1895,1905,Stained and painted glass,"213.5 x 75.5 cm. (84 1/16 x 29 3/4 in.)
frame: 235 × 88.7 × 4 cm (92 1/2 × 34 15/16 × 1 9/16 in.)","Museum purchase, Surdna Fund",stained glass windows,,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1974-84.jpg,y1974-84.jpg
32162,y1975-1,1975    1y,AAA,Early Horizon; Chavín (Late Cupisnique style),Early Horizon; Chavín,Stirrup-spout vessel in form of bowl with food,500–200 B.C.,-500,-200,Dark gray burnished ceramic,"h. 20.8 cm., diam. 12.8 cm. (8 3/16 x 5 1/16 in.)",Gift of Cedric Marks,"ceramics, stirrup jar, vessels for serving drinks",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1975-1.jpg,y1975-1.jpg
32190,y1975-11,1975   11y,EPS,"Joachim Wtewael, Dutch, 1566 - 1638","Wtewael, Joachim",Judith and the Head of Holofernes,ca. 1595–1600,1595,1600,Oil on canvas,"109.5 x 80 cm. (43 1/8 x 31 1/2 in.)
frame: 128.5 × 99 × 6 cm (50 9/16 × 39 × 2 3/8 in.)","Museum purchase, gift of George L. Craig Jr., Class of 1921, and Mrs. Craig",oil paintings,,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1975-11.jpg,y1975-11.jpg
31872,y1975-12,1975   12y,EPS,"Anthony van Dyck, Flemish, 1599–1641","van Dyck, Anthony",The Mocking of Christ,1628–30,1628,1630,Oil on canvas,"112 x 93 cm. (44 1/8 x 36 5/8 in.)
frame: 134.6 x 116.2 x 8.9 cm. (53 x 45 3/4 x 3 1/2 in.)","Museum purchase, gift of the Charles Ulrick and Josephine Bay Foundation, Inc., through Colonel C. Michael Paul",oil paintings,,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1975-12.jpg,y1975-12.jpg
32221,y1975-17,1975   17y,AAA,Late Classic; Maya ('Codex' style),Classic; Maya,The Princeton Vase,A.D. 670–750,670,750,"Ceramic with red, cream, and black slip, with remnants of painted stucco","h. 21.5 cm., diam. 16.6 cm. (8 7/16 x 6 9/16 in.)","Museum purchase, gift of the Hans A. Widenmann, Class of 1918, and Dorothy Widenmann Foundation","ceramics, drinking vessels, vases",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1975-17.jpg,y1975-17.jpg
32255,y1975-35,1975   35y,Asian,"Chinese; Yuan dynasty, 1260–1368; Ni Zan ??, 1301–1374",Chinese; Yuan dynasty; Ni Zan,Twin Trees by the South Bank (An nan shuang shu tu ?????),1353,1353,1353,Hanging scroll; ink on paper,"Painting: 56.0 x 27.0 cm. (22 1/16 x 10 5/8 in.)
Colophons: 19.0 x 27.0 cm. (7 1/2 x 10 5/8 in.)
Mount: 203.8 x 45.8 cm. (80 1/4 x 18 1/16 in.)","Gift of Wen C. Fong, Class of 1951 and Graduate School Class of 1958, and Constance Tang Fong in honor of Mrs. Edward L. Elliott","Chinese painting styles, hanging scrolls, scroll painting",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1975-35.jpg,y1975-35.jpg
13024,x1975-104,1975  104x,Photo,"Francis Frith, British, 1822–1898","Frith, Francis","The Court of Shishak, Karnak",1857,1857,1857,Albumen print,"22.2 x 16.2 cm. (8 3/4 x 6 3/8 in.)
mount: 44 x 32 cm. (17 5/16 x 12 5/8 in.)","Museum purchase, David H. McAlpin, Class of 1920, Fund","albumen prints, black-and-white photographs, black-and-white photography",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/x1975-104.jpg,x1975-104.jpg
32269,y1976-21,1976   21y,AAA,Middle Formative; Olmec style,Formative; Olmec,Kneeling lord with incised toad on his head,900–500 B.C.,-900,-500,Stone with red pigment,"h. 17.6 cm., w. 10.8 cm., d. 10.1 cm. (6 15/16 x 4 1/4 x 4 in.)","Museum purchase, gift of Mrs. Gerard B. Lambert by exchange","figurines, incising",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1976-21.jpg,y1976-21.jpg
32156,y1976-24,1976   24y,ABI,Etruscan,Etruscan,Statuette of a winged goddess,ca. 450–425 B.C.,-450,-425,Cast bronze,"h. 16.5 cm., w. 5.2 cm., d. 4.4 cm. (6 1/2 x 2 1/16 x 1 3/4 in.)","Museum purchase, gift of Alastair B. Martin, Class of 1938",figurines,,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1976-24.jpg,y1976-24.jpg
31507,y1976-25,1976   25y,EPS,"Nosadella (Giovanni Francesco Bezzi), Italian, active ca.1549–1571",Nosadella Bezzi Giovanni Francesco,The Annunciation,1560s,1560,1569,Oil on wood panel,"107.3 x 78.8 cm. (42 1/4 x 31 in.)
frame: 132.7 x 104.5 x 8.6 cm. (52 1/4 x 41 1/8 x 3 3/8 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund",oil paintings,,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1976-25_SL.jpg,y1976-25_SL.jpg
32272,y1977-26,1977   26y,American,"Robert Henri, American, 1865–1929","Henri, Robert",Mildred Clarke von Kienbusch,1914,1914,1914,Oil on canvas,"61 x 51 cm. (24 x 20 1/16 in.)
frame: 81.4 × 71 × 7 cm (32 1/16 × 27 15/16 × 2 3/4 in.)","Bequest of Carl Otto von Kienbusch, Class of 1906, for the Carl Otto von Kienbusch Jr. Memorial Collection","oil paintings, portraits",,,artimage.princeton.edu/files/ProductionJpegs/y1977_25_aa.jpg,y1977_25_aa.jpg
32245,y1977-77,1977   77y,American,"John Singer Sargent, American, 1856–1925","Sargent, John Singer",Elizabeth Allen Marquand,1887,1887,1887,Oil on canvas,"169.0 x 107.0 cm. (66 9/16 x 42 1/8 in.)
frame: 208.3 x 147.6 x 12.7 cm. (82 x 58 1/8 x 5 in.)","Gift of Mrs. Eleanor Marquand Delanoy, granddaughter of the sitter","oil paintings, portrait",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1977-77.jpg,y1977-77.jpg
32262,y1977-91,1977   91y,AAA,Late Formative,Formative,Seated male turtle-shell drummer,200 B.C.–A.D. 200,-200,200,Ceramic with polychrome slip,"h. 42.5 cm., w. 22.5 cm., d. 22.0 cm. (16 3/4 x 8 7/8 x 8 11/16 in.)",Gift of Gillett G. Griffin,figurines,,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1977-92_1977-91_a.jpg,y1977-92_1977-91_a.jpg
109043,"y1977-91, -92",1977   91y   92,AAA,Late Formative,Formative,Seated couple,200 B.C.–A.D. 200,-200,200,Ceramic with polychrome slip,"h. 42.5 cm., w. 22.5 cm., d. 22.0 cm. (16 3/4 x 8 7/8 x 8 11/16 in.)
h. 42.5 cm., w. 22.8 cm., d. 23.3 cm. (16 3/4 x 9 x 9 3/16 in.)",Gift of Gillett G. Griffin,figurines,,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1977-92_1977-91_a.jpg,y1977-92_1977-91_a.jpg
32366,y1977-92,1977   92y,AAA,Formative,Formative,Seated female,200 B.C.–A.D. 200,-200,200,Red clay with polychrome slip,"h. 42.5 cm., w. 22.8 cm., d. 23.3 cm. (16 3/4 x 9 x 9 3/16 in.)",Gift of Gillett G. Griffin,"figures (representations), figurines",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1977-92_1977-91_a.jpg,y1977-92_1977-91_a.jpg
31653,y1978-46,1978   46y,MoCo,"Andy Warhol, American, 1928–1987","Warhol, Andy",Blue Marilyn,1962,1962,1962,Acrylic and screen print ink on canvas,"50.5 x 40.3 cm. (19 7/8 x 15 7/8 in.)
frame: 58 × 47.5 × 6.4 cm (22 13/16 × 18 11/16 × 2 1/2 in.)","Gift of Alfred H. Barr Jr., Class of 1922, and Mrs. Barr","paintings, screen prints",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1978-46.jpg,y1978-46.jpg
32129,y1979-3,1979    3y,ABI,"South Italian, Paestan; Attributed to the Asteas-Python Workshop",Paestan; Asteas-Python Workshop,Red-figure fish plate,ca. 340–330  B.C.,-340,-330,Ceramic,"h. 5.8 cm., diam. 27.8 cm. (2 5/16 x 10 15/16 in.)",Museum purchase,"ceramics, plate (dish)",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1979-3.jpg,y1979-3.jpg
50399,y1979-36,1979   36y,P&D,"Attributed to the Luçon Master, French (Paris), active ca. 1390–1417",Luçon Master,Adoration of the Magi,ca. 1405,1400,1410,Tempera and gold leaf on parchment,18.5 x 13.5 cm. (7 5/16 x 5 5/16 in.),Gift of Harold K. Hochschild,"books of hours, manuscripts, tempera",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1979-36.jpg,y1979-36.jpg
32360,y1979-47,1979   47y,EPS,"Designed by Gian Lorenzo Bernini, Naples 1598–1680 Rome; Executed by Ercole Ferrata, Italian, 1610–1686","Bernini, Gian Lorenzo; Ferrata, Ercole",Corpus for a Crucifix: The Living Christ,after 1659,1659,1686,Bronze with traces of gilding; wood with burled walnut veneer,"corpus: 40 cm. (15 3/4 in.)
cross: 106 x 45 x 24 cm. (41 3/4 x 17 11/16 in.)","Gift of Charles Scribner III, Class of 1973, and Graduate School Class of 1977, in honor of Professor John Rupert Martin, Class of 1947","bronzes, crucifix, sculpture",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1979-47_2.jpg,y1979-47_2.jpg
32381,y1979-55,1979   55y,EPS,"Édouard Manet, French, 1832–1883","Manet, Edouard",Gypsy with a Cigarette,undated,1860,1880,Oil on canvas,"92.0 x 73.5 cm. (36 1/4 x 28 15/16 in.)
frame: 115.4 x 97.8 x 7.7 cm. (45 7/16 x 38 1/2 x 3 1/16 in.)","Bequest of Archibald S. Alexander, Class of 1928",oil paintings,,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1979-55.jpg,y1979-55.jpg
32455,y1979-59,1979   59y,EPS,"Ilya Repin, Russian, 1844–1930","Repin, Ilya",Golgotha,1921–22,1921,1922,Oil on reversed linoleum,"214 x 176 cm. (84 1/4 x 69 5/16 in.)
frame: 234 × 197.6 × 6.3 cm (92 1/8 × 77 13/16 × 2 1/2 in.)",Gift of Christian Aall,oil paintings,,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1979-59.jpg,y1979-59.jpg
32574,y1979-94,1979   94y,Asian,"Chinese; Majiayao, Banshan phase; Neolithic period, ca. 8000–2000 B.C.",Chinese; Majiayao; Neolithic period 1,Jar with spiral decoration,ca. 2600–2300 B.C.,-2600,-2300,Red earthenware with painted decoration,"h. 37.0 cm., diam. 53.0 cm. (14 9/16 x 20 7/8 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund","ceramics, Chinese ceramics styles, jars",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1979-94.jpg,y1979-94.jpg
32343,y1980-2,1980    2y,EPS,"François Boucher, French, 1703–1770","Boucher, François",Arion on the Dolphin,1748,1748,1748,Oil on canvas,"86 x 135.5 cm (33 7/8 x 53 3/8 in.)
frame: 116.5 × 167.5 × 9.5 cm (45 7/8 × 65 15/16 × 3 3/4 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund",oil paintings,,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1980-2.jpg,y1980-2.jpg
32576,y1980-10,1980   10y,ABI,Roman; Trajanic,Roman; Trajanic,Portrait head of a woman,A.D. 98–117,98,117,Bronze with silver inlay,"h. 32.8 cm., w. 17.4 cm., d. 20.4 cm. (12 15/16 x 6 7/8 x 8 1/16 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund","bronzes, sculpture",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1980-10_OBL.jpg,y1980-10_OBL.jpg
32428,y1980-13,1980   13y,EPS,"Salomon van Ruysdael, Dutch, ca. 1602–1670",Ruysdael Salomon van,View of Dordrecht,ca. 1660,1655,1665,Oil on wood panel,"34.5 x 61 cm. (13 9/16 x 24 in.)
frame: 58.4 x 85.4 x 4.8 cm. (23 x 33 5/8 x 1 7/8 in.)","Bequest of Brooks Emeny, Class of 1924",oil paintings,,,artimage.princeton.edu/files/ProductionJpegs/y1980-13.jpg,y1980-13.jpg
32578,y1980-23,1980   23y,African,Chokwe artist,Chokwe,Chair,early 20th century,1900,1929,Wood and metal,h. 60.0 cm. (23 5/8 in.),"Gift of Perry E. H. Smith, Class of 1957","chairs, sculpture",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1980-23.jpg,y1980-23.jpg
32473,y1980-25,1980   25y,African,Kuba artist,Kuba,Mask,early 20th century,1900,1929,"Wood, raffia, shells, and feathers","h. of face 28.0 cm., w. 30.3 cm., d. 34.5 cm. (11 x 11 15/16 x 13 9/16 in.)",Gift of Dr. and Mrs. Melvin A. Scharfman,"mask (costume), sculpture",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1980-25.jpg,y1980-25.jpg
32345,y1980-35,1980   35y,AAA,Early Formative; Olmec style,Formative; Olmec,Seated figure,1200–900 B.C.,-1200,-900,Ceramic with cream and red slip,"h. 34.0 cm., w. 34.0 cm., d. 23.2 cm. (13 3/8 x 13 3/8 x 9 1/8 in.)",Gift of Mr. and Mrs. Arnold Glimcher,"figures (representations), figurines",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1980-35_OBL.jpg,y1980-35_OBL.jpg
32714,y1982-15,1982   15y,AAA,Late Postclassic; Maya,Postclassic; Maya,Lidded effigy container in the form of a diving god,ca. A.D. 1500,1300,1550,Ceramic with post-fire polychrome paint,"h. 12.7 cm., w. 11.5 cm., d. 11.8 cm., diam. rim 7.1 cm. (5 x 4 1/2 x 4 5/8 x 2 13/16 in.)",Museum purchase with funds given by an anonymous foundation,"ceramics, effigies, figure (representation), sculpture, vessels",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1982-15.jpg,y1982-15.jpg
32550,y1982-29,1982   29y,AAA,Middle Horizon; Wari or Tiwanaku,Middle Horizon; Wari,Ornament for headdress,A.D. 700–1000,700,1000,Silver,"h. 40.0 cm., w. 13.8 cm. (15 3/4 x 5 7/16 in.)","Gift of Leonard H. Bernheim Jr., Class of 1959","faces, headdresses, metalworking and metalworking processes and techniques, ornament",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1982-29.jpg,y1982-29.jpg
15009,x1982-48,1982   48x,P&D,"Joseph Mallord William Turner, British, 1775–1851","Turner, Joseph Mallord William",Rhine Falls of Schaffhausen,ca. 1841,1836,1846,Watercolor heightened with white chalk over graphite with touches of pen and reddish brown ink and scraping on white wove paper prepared with gray wash,22.6 x 28.8 cm. (8 7/8 x 11 5/16 in.),"Museum Purchase, gift of Mrs. Millard Meiss and the Surdna Fund","drawings, watercolors",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/x1982-48.jpg,x1982-48.jpg
32773,y1982-76,1982   76y,EPS,"Joos van Cleve, Flemish, ca. 1485–1540/41","van Cleve, Joos",Saint Jerome in His Study,1528,1528,1528,Oil on wood panel,"39.7 x 28.8 cm. (15 5/8 x 11 5/16 in.)
frame: 58.7 x 47.9 x 3.5 cm. (23 1/8 x 18 7/8 x 1 3/8 in.)",Gift of Joseph F. McCrindle,oil paintings,,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1982-76.jpg,y1982-76.jpg
32792,y1982-82,1982   82y,EPS,"Jacques-Louis David and studio, French, 1748–1825","David, Jacques-Louis",The Death of Socrates,after 1787,1787,1825,Oil on canvas,"133 x 196 cm. (52 3/8 x 77 3/16 in.)
frame: 160.5 × 225.6 × 11 cm (63 3/16 × 88 13/16 × 4 5/16 in.)","Museum purchase, gift of Carl D. Reimers",oil paintings,,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1982-82.jpg,y1982-82.jpg
14756,x1982-300,1982  300x,Photo,"David Octavius Hill and, British, 1802–1870; Robert Adamson, British, 1821–1848","Hill, David Octavius; Adamson, Robert",Dumbarton Presbytery,1845,1845,1845,Salted paper print,"14.5 x 20.2 cm. (5 11/16 x 7 15/16 in.)
mount: 36.1 x 27.5 cm. (14 3/16 x 10 13/16 in.)","Robert O. Dougan Collection, gift of Warner Communications, Inc.","black-and-white photographs, black-and-white photography, salted paper prints",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/x1982-300.jpg,x1982-300.jpg
32749,y1983-13,1983   13y,ABI,"South Italian, Apulian; Attributed to the Darius Painter",Apulian; Darius Painter,Red-figure volute krater: Medea at Eleusis,ca. 340–330 B.C.,-340,-330,Ceramic,"h. 100.1 cm., diam. 37.0 cm. (39 7/16 x 14 9/16 in.)","Museum purchase, Carl Otto von Kienbusch Jr., Memorial Collection Fund in honor of Francis Follin Jones","ceramics, Red-figure, vessels, volute krater",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1983-13.jpg,y1983-13.jpg
32806,y1983-34,1983   34y,ABI,"South Italian, Greek, Tarentine","South Italian, Greek, Tarentine",Relief from a grave monument: old priestess and two women on an altar,ca. 320–300 B.C.,-320,-300,Limestone,"h. 27.5 cm., w. 30.0 cm., d. 8.8 cm. (10 13/16 x 11 13/16 x 3 7/16 in.)","Museum purchase, gift of the Willard T. C. Johnson Foundation, Inc., and an anonymous donor","metope, relief, sculpture",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1983-34.jpg,y1983-34.jpg
32752,y1984-2,1984    2y,ABI,Roman; Flavian,Roman; Flavian,Torso of an emperor in armor,second half of 1st century A.D.,50,99,White marble with gray veining,"h. 125.7 cm., w. 64.8 cm., d. 47.5 cm., weight 898.1 g (49 1/2 x 25 1/2 x 18 11/16 in., 1980 lb.)","Museum purchase, Caroline G. Mather Fund","portrait, sculpture",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1984-2_1.jpg,y1984-2_1.jpg
32688,y1984-13,1984   13y,Asian,"Chinese; Yuan dynasty, 1260–1368; Zhao Mengfu ???, 1254–1322",Chinese; Yuan dynasty; Zhao Mengfu,The Mind Landscape of Xie Youyu (Youyu qiu he ???? ),ca. 1287,1282,1292,Handscroll; ink and color on silk,"Painting: 27.4 x 117.0 cm. (10 13/16 x 46 1/16 in.)
Colophon (right): 27.2 x 177.6 cm. (10 11/16 x 69 15/16 in.)
Colophon (center): 27.2 x 107.2 cm. (10 11/16 x 42 3/16 in.)
Colophon (left): 27.2 x 76.8 cm. (10 11/16 x 30 1/4 in.)
Mount: h. 28.2 cm. (11 1/8 in.)","Edward L. Elliott Family Collection. Museum purchase, Fowler McCormick, Class of 1921, Fund","calligraphy (visual work), calligraphy (writing), Chinese painting styles, handscrolls",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1984-13_1X.jpg,y1984-13_1X.jpg
32799,y1984-14 a-b,1984   14ya    b,Asian,"Chinese; Southern Song dynasty, 1127–1279; Wang Hong ??, active ca. 1131–ca. 1161",Chinese; Southern Song; Wang Hong,Eight Views of the Xiao and Xiang Rivers (Xiao-Xiang ba jing ????),ca. 1150,1145,1155,Pair of handscrolls; ink and light colors on silk,"Painting (each section, average): 23.4 x 90.7 cm. (9 3/16 x 35 11/16 in.)
Frontispiece (a): 23.6 x 87.5 cm. (9 5/16 x 34 7/16 in.)
Mount: h. 25 cm. (9 13/16 in.)","Edward L. Elliott Family Collection. Museum purchase, Fowler McCormick, Class of 1921, Fund","calligraphy (visual work), calligraphy (writing), Chinese painting styles, handscrolls",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1984-14-1.jpg,y1984-14-1.jpg
32737,y1984-31,1984   31y,American,"Jasper Francis Cropsey, American, 1823–1900","Cropsey, Jasper Francis",Morning,1854,1854,1854,Oil on canvas,"44 x 32 cm. (17 5/16 x 12 5/8 in.)
frame: 59.5 × 47 × 7 cm (23 7/16 × 18 1/2 × 2 3/4 in.)","Gift of Stuart P. Feld, Class of 1957, and Mrs. Feld",oil paintings,,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1984-31.jpg,y1984-31.jpg
32603,y1984-32,1984   32y,American,"Jasper Francis Cropsey, American, 1823–1900","Cropsey, Jasper Francis",Evening,1855,1855,1855,Oil on canvas,"44 x 33 cm. (17 5/16 x 13 in.)
frame: 59.5 × 47 × 7 cm (23 7/16 × 18 1/2 × 2 3/4 in.)","Gift of Stuart P. Feld, Class of 1957, and Mrs. Feld",oil paintings,,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1984-32.jpg,y1984-32.jpg
32771,y1984-67,1984   67y,EPS,"Cornelis Jonson van Ceulen I, Dutch, born in England, 1593–1661","Jonson, Cornelis van Ceulen I",Portrait of a Woman,1655-56,1655,1656,Oil on canvas,"102.1 x 82.1 cm. (40 3/16 x 32 5/16 in.)
frame: 126.7 x 106.7 x 4.1 cm. (49 7/8 x 42 x 1 5/8 in.)","Gift of Marco Grassi, Class of 1956, and Cristina Grassi",oil paintings,,,artimage.princeton.edu/files/ProductionJpegs/y1984-67.jpg,y1984-67.jpg
32872,y1984-76,1984   76y,Asian,"Japanese; Kamakura period, 1185–1333",Japanese; Kamakura period,Sh?toku at Two Years (?????),late 13th century,13,13,"Wood, crystal, and pigments","h. 53.0 cm., w. 20.5 cm., d. 23.0 cm. (20 7/8 x 8 1/16 x 9 1/16 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund",statues,,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1984-76_OBL.jpg,y1984-76_OBL.jpg
32861,y1985-6,1985    6y,EPS,"Francisco José de Goya y Lucientes, Spanish, 1746–1828","Goya y Lucientes, Francisco José de",Monk Talking to an Old Woman,1824–25,1824,1825,Watercolor on ivory,"5.7 x 5.4 cm. (2 1/4 x 2 1/8 in.)
frame: 22.9 x 22.9 cm. (9 x 9 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund","painting (visual work), watercolors",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1985-6.jpg,y1985-6.jpg
32890,y1985-8,1985    8y,Asian,Japanese; Yayoi period,Japanese; Yayoi period,Jar with fish decoration,300 B.C.–A.D. 300,-330,300,Earthenware,"h. 33.0 cm., diam. 28.0 cm. (13 x 11 in.)","Museum purchase with funds given by Duane Wilder, Class of 1951, through the Irvine Foundation","earthenware, Japanese ceramics styles, jar",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1985-8.jpg,y1985-8.jpg
15941,x1985-33,1985   33x,Photo,"Gustave Le Gray, French, 1820–1882",Le Gray Gustave,Brig on the Water,1856,1856,1856,Albumen print,"image: 29.4 x 39.9 cm. (11 9/16 x 15 11/16 in.)
sheet: 44.2 x 54.4 cm. (17 3/8 x 21 7/16 in.)","Museum purchase, John Maclean Magie, Class of 1892, and Gertrude Magie Fund","black-and-white photographs, black-and-white photography, photograph",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/x1985-33.jpg,x1985-33.jpg
